Video,Total Views,Artist,Title,Total Views_normalized
MC G15 - Deu Onda (KondZilla),409222570,MC G15,Deu Onda (KondZilla),0.005399117501901189
"Rick Ross - Aston Martin Music ft. Drake, Chrisette Michele",409210930,Rick Ross,"Aston Martin Music ft. Drake, Chrisette Michele",0.005397715962526729
Zé Neto e Cristiano -  Seu Polícia (DVD Zé Neto e Cristiano Ao vivo em São José do Rio Preto),409100092,Zé Neto e Cristiano, Seu Polícia (DVD Zé Neto e Cristiano Ao vivo em São José do Rio Preto),0.0053843702734213406
Oporadhi | Ankur Mahamud Feat Arman Alif | Bangla Song 2018 | Official Video,409065649,Oporadhi | Ankur Mahamud Feat Arman Alif | Bangla Song 2018 | Official Video,,0.005380223089514587
Mariah Carey - Hero (Official HD Video),408932006,Mariah Carey,Hero (Official HD Video),0.005364131515062584
Red Velvet 레드벨벳 'Psycho' MV,408895557,Red Velvet 레드벨벳 'Psycho' MV,,0.005359742794387348
Jennifer Lopez - El Anillo (Official Video),408833561,Jennifer Lopez,El Anillo (Official Video),0.0053522780319252145
"Main Tera Hero | Galat Baat Hai Full Video Song | Varun Dhawan, Ileana D'Cruz, Nargis Fakhri",408727259,"Main Tera Hero | Galat Baat Hai Full Video Song | Varun Dhawan, Ileana D'Cruz, Nargis Fakhri",,0.005339478509710081
Bon Jovi - You Give Love A Bad Name (Official Music Video),408655234,Bon Jovi,You Give Love A Bad Name (Official Music Video),0.005330806183812688
Zara Larsson - Uncover,408546658,Zara Larsson,Uncover,0.005317732855709453
Billie Eilish - Happier Than Ever (Official Music Video),408538877,Billie Eilish,Happier Than Ever (Official Music Video),0.00531679596757606
Marshmello - Summer (Official Music Video) with Lele Pons,408111220,Marshmello,Summer (Official Music Video) with Lele Pons,0.005265303001573955
KHASA AALA CHAHAR : LOOT LIYA (Official Video) | Sweta Chauhan | New Haryanvi Songs Haryanavi 2021,407877315,KHASA AALA CHAHAR : LOOT LIYA (Official Video) | Sweta Chauhan | New Haryanvi Songs Haryanavi 2021,,0.00523713916416986
Labrinth - Jealous (Official Video),407379039,Labrinth,Jealous (Official Video),0.005177143164741188
Laembadgini (Full Song) | Diljit Dosanjh | Veet Baljit | Latest Punjabi Songs 2016 | Speed Records,407356069,Laembadgini (Full Song) | Diljit Dosanjh | Veet Baljit | Latest Punjabi Songs 2016 | Speed Records,,0.005174377412212716
Lewis Capaldi - Before You Go (Official Video),407216931,Lewis Capaldi,Before You Go (Official Video),0.005157624200401376
Jon Z x Baby Rasta x Boy Wonder CF - Nunca Me Amó [Official Video],407206385,Jon Z x Baby Rasta x Boy Wonder CF,Nunca Me Amó [Official Video],0.005156354386462968
JAANI TERA NAA (MUMMY NU PASAND) | SUNANDA SHARMA | JAANI | New Punjabi Songs 2017 | MAD 4 MUSIC,407173177,JAANI TERA NAA (MUMMY NU PASAND) | SUNANDA SHARMA | JAANI | New Punjabi Songs 2017 | MAD 4 MUSIC,,0.005152355905402216
Crazy Frog - Popcorn (Official Video),407096300,Crazy Frog,Popcorn (Official Video),0.005143099363951138
Grupo Firme  - Pideme - (Video Oficial),407060623,Grupo Firme ,Pideme,0.005138803597605546
David Kushner - Daylight (Official Music Video),406927471,David Kushner,Daylight (Official Music Video),0.0051227711430704564
Henrique e Juliano - Como É Que A Gente Fica - DVD Novas Histórias - Ao vivo em Recife,406882470,Henrique e Juliano,Como É Que A Gente Fica,0.005117352700339341
"Keri Hilson - Knock You Down (Official Music Video) ft. Kanye West, Ne-Yo",406732746,Keri Hilson,"Knock You Down (Official Music Video) ft. Kanye West, Ne-Yo",0.005099324858303077
Selena Gomez & The Scene - Who Says,406688476,Selena Gomez & The Scene,Who Says,0.005093994433207939
"Nio García, Rauw Alejandro, Lenny Tavarez, Darell, Myke Towers, Casper Mágico - Mírame Remix",406570639,"Nio García, Rauw Alejandro, Lenny Tavarez, Darell, Myke Towers, Casper Mágico",Mírame Remix,0.005079806014370435
Kya Loge Tum | Akshay Kumar | Amyra Dastur | BPraak | Jaani | Arvindr Khaira | Zohrajabeen,406557174,Kya Loge Tum | Akshay Kumar | Amyra Dastur | BPraak | Jaani | Arvindr Khaira | Zohrajabeen,,0.0050781847319239445
Sebastián Yatra - Cristina,406455608,Sebastián Yatra,Cristina,0.0050659554580316166
BLACKPINK - 'SOLO' + '뚜두뚜두(DDU-DU DDU-DU)' + 'FOREVER YOUNG' in 2018 SBS Gayodaejun,406399158,BLACKPINK,'SOLO' + '뚜두뚜두(DDU-DU DDU-DU)' + 'FOREVER YOUNG' in 2018 SBS Gayodaejun,0.005059158473694127
"Dalex - Cuaderno ft. Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Rafa Pabön, Feid (Video Oficial)",406368870,Dalex,"Cuaderno ft. Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Rafa Pabön, Feid (Video Oficial)",0.0050555115815486135
Ozoda  - Ko'k jiguli  (Official Music Video 2024),405901347,Ozoda ,Ko'k jiguli  (Official Music Video 2024),0.004999218463596133
"Becky G, Myke Towers - DOLLAR (Official Video)",405844138,"Becky G, Myke Towers",DOLLAR (Official Video),0.004992330090222111
"Soja Zara | Baahubali 2 The Conclusion | Anushka Shetty & Prabhas | Madhushree |M.M.Kreem , Manoj M",405835313,"Soja Zara | Baahubali 2 The Conclusion | Anushka Shetty & Prabhas | Madhushree |M.M.Kreem , Manoj M",,0.004991267497010801
Michael Jackson - Rock With You (Official Video - Upscaled),405785334,Michael Jackson,Rock With You (Official Video,0.004985249667423496
Rauw Alejandro ❌ Farruko - Fantasías (Unplugged),405608717,Rauw Alejandro ❌ Farruko,Fantasías (Unplugged),0.004963983715559284
T.I. - No Mediocre ft. Iggy Azalea,405582434,T.I.,No Mediocre ft. Iggy Azalea,0.004960819054100604
"Becky G, KAROL G - MAMIII (Audio)",405517912,"Becky G, KAROL G",MAMIII (Audio),0.004953050143145357
Lauv - I Like Me Better [Official Audio],405480737,Lauv,I Like Me Better [Official Audio],0.00494857400686996
Yeh Ladka Hai Allah Full Video - K3G|Shah Rukh Khan|Kajol|Udit Narayan|Alka Yagnik,405376644,Yeh Ladka Hai Allah Full Video,K3G|Shah Rukh Khan|Kajol|Udit Narayan|Alka Yagnik,0.004936040464077349
Backstreet Boys - Shape Of My Heart (Official HD Video),405114565,Backstreet Boys,Shape Of My Heart (Official HD Video),0.004904484275269808
"J Balvin, Dua Lipa, Bad Bunny, Tainy - UN DIA (ONE DAY)",405049051,"J Balvin, Dua Lipa, Bad Bunny, Tainy",UN DIA (ONE DAY),0.004896595920409107
Rauw Alejandro x Dalex x Lenny Tavarez x Dimelo Flow - ELEGÍ (Video Oficial),404927159,Rauw Alejandro x Dalex x Lenny Tavarez x Dimelo Flow,ELEGÍ (Video Oficial),0.004881919250526633
"Dilbaro - Full Video | Raazi | Alia Bhatt | Harshdeep Kaur, Vibha Saraf & Shankar Mahadevan",404551628,Dilbaro,"Full Video | Raazi | Alia Bhatt | Harshdeep Kaur, Vibha Saraf & Shankar Mahadevan",0.004836702628290265
Gusttavo Lima - Eu Não Iria - DVD O Embaixador (Ao Vivo),404481605,Gusttavo Lima,Eu Não Iria,0.004828271357532707
AgroPlay Verão - Nosso Quadro @anacastelaoficial,404322440,AgroPlay Verão,Nosso Quadro @anacastelaoficial,0.004809106751472884
Proper Patola - Official Video | Namaste England | Arjun | Parineeti | Badshah | Diljit | Aastha,404207120,Proper Patola,Official Video | Namaste England | Arjun | Parineeti | Badshah | Diljit | Aastha,0.004795221397464036
Henrique e Juliano -  A MAIOR SAUDADE - DVD Manifesto Musical,403946252,Henrique e Juliano, A MAIOR SAUDADE,0.004763811021730589
HA-ASH - Te Dejo en Libertad (Primera Fila - Hecho Realidad [En Vivo]),403666013,HA-ASH,Te Dejo en Libertad (Primera Fila,0.004730068238847425
"Mau y Ricky, Karol G - Mi Mala (Remix - Official Video) ft. Becky G, Leslie Grace, Lali",403594970,"Mau y Ricky, Karol G",Mi Mala (Remix,0.004721514152783858
Myke Towers - LALA (Lyric Video),403413891,Myke Towers,LALA (Lyric Video),0.004699710944159427
Chris Brown - Under The Influence (Official Video),403359316,Chris Brown,Under The Influence (Official Video),0.004693139723252103
Heeriye (Official Video) Jasleen Royal ft Arijit Singh| Dulquer Salmaan| Aditya Sharma |Taani Tanvir,403314699,Heeriye (Official Video) Jasleen Royal ft Arijit Singh| Dulquer Salmaan| Aditya Sharma |Taani Tanvir,,0.0046877675168714855
"Full Song: Garmi | Street Dancer 3D | Varun D, Nora F, Badshah, Neha K | Remo D",403191940,"Full Song: Garmi | Street Dancer 3D | Varun D, Nora F, Badshah, Neha K | Remo D",,0.0046729864539789
"Full Video: Tere Ishq Mein Pagal Ho Gaya | Humko Tumse Pyaar Hai | Arjun Rampal, Amisha Patel",403156253,"Full Video: Tere Ishq Mein Pagal Ho Gaya | Humko Tumse Pyaar Hai | Arjun Rampal, Amisha Patel",,0.0046686894835616805
Só Quer Vrau - MC MM feat DJ RD (KondZilla) | Official Music Video,403117231,Só Quer Vrau,MC MM feat DJ RD (KondZilla) | Official Music Video,0.004663990955256672
"Stray Kids ""소리꾼(Thunderous)"" M/V",403000455,"Stray Kids ""소리꾼(Thunderous)"" M/V",,0.004649930288418855
"CNCO, Yandel - Hey DJ (Official Video)",402992665,"CNCO, Yandel",Hey DJ (Official Video),0.004648992316620991
Little Mix - Touch (Official Video),402964037,Little Mix,Touch (Official Video),0.004645545300365657
Cher - Believe (Official Music Video) [4K Remaster],402714616,Cher,Believe (Official Music Video) [4K Remaster],0.004615513225424264
Lana Del Rey - Blue Jeans,402531212,Lana Del Rey,Blue Jeans,0.004593430070146433
XXXTENTACION - Fuck Love (Audio) (feat. Trippie Redd),402296591,XXXTENTACION,Fuck Love (Audio) (feat. Trippie Redd),0.0045651800212138036
Adele - Easy On Me (Official Lyric Video),402254200,Adele,Easy On Me (Official Lyric Video),0.004560075841177479
"Blackstreet - No Diggity (Official Music Video) ft. Dr. Dre, Queen Pen",402225050,Blackstreet,"No Diggity (Official Music Video) ft. Dr. Dre, Queen Pen",0.004556565972383186
"Jessica Darrow - Surface Pressure (From ""Encanto"")",402215808,Jessica Darrow,"Surface Pressure (From ""Encanto"")",0.004555453169385007
Banda El Recodo De Cruz Lizárraga - Vas A Llorar Por Mí,401971547,Banda El Recodo De Cruz Lizárraga,Vas A Llorar Por Mí,0.004526042395403426
"श्री हनुमान चालीसा I Shree Hanuman Chalisa I GULSHAN KUMAR, HARIHARAN I Hanuman Chalisa Ashtak",401944567,"श्री हनुमान चालीसा I Shree Hanuman Chalisa I GULSHAN KUMAR, HARIHARAN I Hanuman Chalisa Ashtak",,0.0045227938101523105
정국 Jung Kook (of BTS) featuring Fahad Al Kubaisi - Dreamers | FIFA World Cup 2022 Soundtrack,401778913,정국 Jung Kook (of BTS) featuring Fahad Al Kubaisi,Dreamers | FIFA World Cup 2022 Soundtrack,0.004502847882013369
Santana - Smooth (Stereo) ft. Rob Thomas,401705982,Santana,Smooth (Stereo) ft. Rob Thomas,0.004494066467226519
"Skrillex & Diplo - ""Mind"" feat. Kai (Official Video)",401322615,Skrillex & Diplo,"""Mind"" feat. Kai (Official Video)",0.004447906334462806
System Of A Down - Lonely Day (Official HD Video),401250755,System Of A Down,Lonely Day (Official HD Video),0.0044392538757472705
"Maite Perroni - ""Loca"" (Feat. Cali & El Dandee) [Video Oficial]",400722873,Maite Perroni,"""Loca"" (Feat. Cali & El Dandee) [Video Oficial]",0.004375693101858091
Britney Spears - Womanizer (Director's Cut) (Official HD Video),400651952,Britney Spears,Womanizer (Director's Cut) (Official HD Video),0.004367153705468377
Pooh Shiesty - Back In Blood (feat. Lil Durk) [Official Music Video],400598146,Pooh Shiesty,Back In Blood (feat. Lil Durk) [Official Music Video],0.004360675077669206
"Preto no Branco - Os Sonhos de Deus ft. Juninho Black, Lukão Carvalho, Eli Soares",400547950,Preto no Branco,"Os Sonhos de Deus ft. Juninho Black, Lukão Carvalho, Eli Soares",0.00435463111972758
Badshah - Paagal | Official Music Video | Aditya Dev,400488719,Badshah,Paagal | Official Music Video | Aditya Dev,0.004347499283070468
Rammstein - Deutschland (Official Video),400447159,Rammstein,Deutschland (Official Video),0.004342495161386392
Recordando A Manuel - (Video Oficial) - Lenin Ramirez feat. Gerardo Ortiz y Jesus Chairez,400342667,Recordando A Manuel,(Video Oficial),0.004329913576135845
ผู้สาวขาเลาะ - ลำไย ไหทองคำ【OFFICIAL LYRICS】,400046229,ผู้สาวขาเลาะ,ลำไย ไหทองคำ【OFFICIAL LYRICS】,0.004294220317623221
Justin Bieber - Ghost,400001027,Justin Bieber,Ghost,0.004288777673052392
Я Мишка Гумми Бер HD - Long Russian Version - 10th Anniversary Gummy Bear Song,400000424,Я Мишка Гумми Бер HD,Long Russian Version,0.004288705067533247
2NE1 - 내가 제일 잘 나가(I AM THE BEST) M/V,399895863,2NE1,내가 제일 잘 나가(I AM THE BEST) M/V,0.004276115174188473
All Black Full Song | Sukhe | Raftaar |  New Video  2015 | T-Series,399895612,All Black Full Song | Sukhe | Raftaar |  New Video  2015 | T-Series,,0.004276084951990625
"Full Video: Kamariya | STREE | Nora Fatehi | Rajkummar Rao | Aastha Gill, Divya Kumar |Sachin- Jigar",399700310,"Full Video: Kamariya | STREE | Nora Fatehi | Rajkummar Rao | Aastha Gill, Divya Kumar |Sachin- Jigar",,0.004252569192290341
Anitta - Paradinha [Official Music Video],399579252,Anitta,Paradinha [Official Music Video],0.0042379929419816
Jonas Brothers - Sucker (Official Video),399542565,Jonas Brothers,Sucker (Official Video),0.004233575564401626
Bomfunk MC's - Freestyler (Video Original Version),399537082,Bomfunk MC's,Freestyler (Video Original Version),0.004232915371928242
T-Pain - Bartender (Official HD Video) ft. Akon,399439361,T-Pain,Bartender (Official HD Video) ft. Akon,0.004221149063576707
IZA - Pesadão (Participação especial Marcelo Falcão),399381702,IZA,Pesadão (Participação especial Marcelo Falcão),0.00421420650697945
Adele - Easy On Me (Official Video),399227979,Adele,Easy On Me (Official Video),0.004195697156699332
MC Nando DK e Jerry Smith feat. DJ Cassula - Troféu do Ano (KondZilla) | Official Music Video,399151230,MC Nando DK e Jerry Smith feat. DJ Cassula,Troféu do Ano (KondZilla) | Official Music Video,0.0041864560273650875
"Tere Vaaste | Zara Hatke Zara Bachke | Vicky Kaushal, Sara Ali Khan, Varun J, Sachin-Jigar,Amitabh B",399116421,"Tere Vaaste | Zara Hatke Zara Bachke | Vicky Kaushal, Sara Ali Khan, Varun J, Sachin-Jigar,Amitabh B",,0.004182264774436763
"Ram Siya Ram (Lyrical) Adipurush | Prabhas | Sachet-Parampara,Manoj Muntashir S |Om Raut | Bhushan K",399103717,"Ram Siya Ram (Lyrical) Adipurush | Prabhas | Sachet-Parampara,Manoj Muntashir S |Om Raut | Bhushan K",,0.004180735121841132
Felipe Peláez - Vivo Pensando En Ti ft. Maluma,399040735,Felipe Peláez,Vivo Pensando En Ti ft. Maluma,0.004173151637916525
Farruko - Obsesionado (Official Video),398974003,Farruko,Obsesionado (Official Video),0.004165116627131593
YOASOBI「怪物」Official Music Video　(YOASOBI - Monster),398940124,YOASOBI「怪物」Official Music Video　(YOASOBI,Monster),0.004161037352864633
Jay Sean - Down ft. Lil Wayne (Official Music Video) ft. Lil Wayne,398775189,Jay Sean,Down ft. Lil Wayne (Official Music Video) ft. Lil Wayne,0.004141177997475716
Ne-Yo - So Sick (Official Music Video),398774999,Ne-Yo,So Sick (Official Music Video),0.004141155120114794
Florida Georgia Line - H.O.L.Y.,398772808,Florida Georgia Line,H.O.L.Y.,0.0041408913080211995
Teri Mitti - Lyrical | Kesari | Akshay Kumar & Parineeti Chopra | Arko | B Praak| Manoj Muntashir,398763909,Teri Mitti,Lyrical | Kesari | Akshay Kumar & Parineeti Chopra | Arko | B Praak| Manoj Muntashir,0.0041398198046798465
Rihanna - Hate That I Love You ft. Ne-Yo,398569298,Rihanna,Hate That I Love You ft. Ne-Yo,0.004116387246329026
"Drake, Kanye West, Lil Wayne, Eminem - Forever (Explicit Version) (Official Music Video)",398509339,"Drake, Kanye West, Lil Wayne, Eminem",Forever (Explicit Version) (Official Music Video),0.0041091677532574256
"Tere Hawaale (Full Video) Laal Singh Chaddha | Aamir,Kareena | Arijit,Shilpa | Pritam,Amitabh,Advait",398325223,"Tere Hawaale (Full Video) Laal Singh Chaddha | Aamir,Kareena | Arijit,Shilpa | Pritam,Amitabh,Advait",,0.004086998868079714
Maluma - Mala Mía (Official Video),398301223,Maluma,Mala Mía (Official Video),0.004084109096173606
Yaari hai - @TonyKakkar  | Riyaz Aly | Siddharth Nigam | Happy Friendship Day | Official Video,397795106,Yaari hai,@TonyKakkar  | Riyaz Aly | Siddharth Nigam | Happy Friendship Day | Official Video,0.004023168984181778
"BlocBoy JB & Drake ""Look Alive"" Prod By: Tay Keith (Official Music Video) Shot By: @YooAli",397767638,"BlocBoy JB & Drake ""Look Alive"" Prod By: Tay Keith (Official Music Video) Shot By: @YooAli",,0.004019861640235239
Cartel de Santa - Los Mensajes del WhatsApp (Video Oficial),397652310,Cartel de Santa,Los Mensajes del WhatsApp (Video Oficial),0.004005975322969084
BAD BUNNY x JOWELL & RANDY x ÑENGO FLOW - SAFAERA | YHLQMDLG [Visualizer],397493977,BAD BUNNY x JOWELL & RANDY x ÑENGO FLOW,SAFAERA | YHLQMDLG [Visualizer],0.003986910895668674
the remedy for a broken heart (why am I so in love),397456181,the remedy for a broken heart (why am I so in love),,0.0039823599865452045
Justin Bieber - Sorry (Lyric Video),396963033,Justin Bieber,Sorry (Lyric Video),0.003922981435047136
#Video - लाखो है दिवाने - Lakho Hai Deewane - Ankush Raja - Hindi Songs 2019 New,396859904,#Video,लाखो है दिवाने,0.003910563964759424
"""Hawa Hawa"" (Full Video Song) | Mubarakan | Anil Kapoor, Arjun Kapoor, Ileana D’Cruz, Athiya Shetty",396490400,"""Hawa Hawa"" (Full Video Song) | Mubarakan | Anil Kapoor, Arjun Kapoor, Ileana D’Cruz, Athiya Shetty",,0.00386607303649298
Doja Cat - Boss B*tch (from Birds of Prey: The Album) [Official Music Video],396427135,Doja Cat,Boss B*tch (from Birds of Prey: The Album) [Official Music Video],0.003858455477341316
Bebe Rexha - I Got You [Official Music Video],396414603,Bebe Rexha,I Got You [Official Music Video],0.0038569465347776735
Melanie Martinez - Dollhouse (Official Music Video),396381312,Melanie Martinez,Dollhouse (Official Music Video),0.0038529380599224144
Harry Styles - Watermelon Sugar (Official Video),396312095,Harry Styles,Watermelon Sugar (Official Video),0.0038446038373380342
Gianluca Grignani - Mi Historia Entre Tus Dedos (HD),396038613,Gianluca Grignani,Mi Historia Entre Tus Dedos (HD),0.003811674645653601
Badshah - Jugnu (Official Video) | Nikhita Gandhi | Akanksha Sharma,395958923,Badshah,Jugnu (Official Video) | Nikhita Gandhi | Akanksha Sharma,0.003802079398853693
Don Omar - Zumba Campaign Video,395953557,Don Omar,Zumba Campaign Video,0.003801433294018358
Simone Mendes - ERRO GOSTOSO (DVD CINTILANTE),395895235,Simone Mendes,ERRO GOSTOSO (DVD CINTILANTE),0.0037944109074721857
Seether - Broken ft. Amy Lee,395772291,Seether,Broken ft. Amy Lee,0.003779607569254495
"Lyrical:Tum Jo Aaye |Once Upon A Time In Mumbai| Ajay Devgn,Rahat Fateh Ali Khan,Tulsi Kumar, Pritam",395651843,"Lyrical:Tum Jo Aaye |Once Upon A Time In Mumbai| Ajay Devgn,Rahat Fateh Ali Khan,Tulsi Kumar, Pritam",,0.003765104767315036
Te Regalo - (Video Oficial) - Ulices Chaidez y Sus Plebes - DEL Records 2017,395519480,Te Regalo,(Video Oficial),0.003749167314031361
Maluma - La Temperatura (Video) ft. Eli Palacios,395489079,Maluma,La Temperatura (Video) ft. Eli Palacios,0.0037455068158764593
"Darell, Brytiago - Velitas (Official Video)",395451638,"Darell, Brytiago",Velitas (Official Video),0.0037409986512957696
BAD BUNNY x DADDY YANKEE - LA SANTA | YHLQMDLG [Visualizer],395449704,BAD BUNNY x DADDY YANKEE,LA SANTA | YHLQMDLG [Visualizer],0.0037407657838430045
Leona Lewis - Bleeding Love (US Version - Official Video),395034604,Leona Lewis,Bleeding Love (US Version,0.0036907847705835994
Sam Smith - How Do You Sleep? (Official Music Video),394794714,Sam Smith,How Do You Sleep? (Official Music Video),0.0036619002963104164
"6IX9INE ""Kooda"" (WSHH Exclusive - Official Music Video)",394683385,"6IX9INE ""Kooda"" (WSHH Exclusive",Official Music Video),0.003648495487288121
Mariah Carey - Always Be My Baby (Official Music Video),394280544,Mariah Carey,Always Be My Baby (Official Music Video),0.003599990545436929
Afrojack & Martin Garrix - Turn Up The Speakers (Official Music Video),394260049,Afrojack & Martin Garrix,Turn Up The Speakers (Official Music Video),0.0035975228006362714
MC Kevinho - Tumbalatum (KondZilla),394155579,MC Kevinho,Tumbalatum (KondZilla),0.0035849438643433124
Niska - Réseaux (Clip Officiel),393961782,Niska,Réseaux (Clip Officiel),0.00356160931742297
รำคาญกะบอกกันเด้อ - ลำเพลิน วงศกร【LYRIC VIDEO】,393791653,รำคาญกะบอกกันเด้อ,ลำเพลิน วงศกร【LYRIC VIDEO】,0.0035411245672307065
Maranata | Avivah (Feat. Fernanda Madaloni),393661531,Maranata | Avivah (Feat. Fernanda Madaloni),,0.003525456946398768
"RISE (ft. The Glitch Mob, Mako, and The Word Alive) | Worlds 2018 - League of Legends",393608072,"RISE (ft. The Glitch Mob, Mako, and The Word Alive) | Worlds 2018",League of Legends,0.00351902009988507
Oliver Tree - Life Goes On [Music Video],393601258,Oliver Tree,Life Goes On [Music Video],0.0035181996454780595
The Black Eyed Peas - Shut Up,393264779,The Black Eyed Peas,Shut Up,0.003477685163761582
Indila - Love Story (Official Music Video),393155458,Indila,Love Story (Official Music Video),0.0034645221323220954
Residente - René (Official Video),393005735,Residente,René (Official Video),0.0034464944106930018
Prince Royce - La Carretera (Official Video),392699590,Prince Royce,La Carretera (Official Video),0.0034096323598515194
Calvin Harris - Sweet Nothing (Official Video) ft. Florence Welch,392563582,Calvin Harris,Sweet Nothing (Official Video) ft. Florence Welch,0.003393256022459601
Ranjha – Official Video | Shershaah | Sidharth–Kiara | B Praak | Jasleen Royal | Romy | Anvita Dutt,392442481,Ranjha – Official Video | Shershaah | Sidharth–Kiara | B Praak | Jasleen Royal | Romy | Anvita Dutt,,0.003378674594642868
Jattwaad : Harf Cheema & Gurlez Akhtar (Official Song) Punjabi Songs | GK Digital | Geet MP3,392183957,Jattwaad : Harf Cheema & Gurlez Akhtar (Official Song) Punjabi Songs | GK Digital | Geet MP3,,0.003347546453298919
GD X TAEYANG - GOOD BOY M/V,392140377,GD X TAEYANG,GOOD BOY M/V,0.003342299109146074
XXXTENTACION & Lil Pump - Arms Around You feat. Maluma & Swae Lee [Official Music Video],392108109,XXXTENTACION & Lil Pump,Arms Around You feat. Maluma & Swae Lee [Official Music Video],0.0033384138108183137
NƠI NÀY CÓ ANH | OFFICIAL MUSIC VIDEO | SƠN TÙNG M-TP,391770731,NƠI NÀY CÓ ANH | OFFICIAL MUSIC VIDEO | SƠN TÙNG M-TP,,0.0032977910830625165
"Barsaat Ki Dhun Song | Rochak K Ft. Jubin N | Gurmeet C, Karishma S |Rashmi V | Ashish P | Bhushan K",391526820,"Barsaat Ki Dhun Song | Rochak K Ft. Jubin N | Gurmeet C, Karishma S |Rashmi V | Ashish P | Bhushan K",,0.003268422451587899
Ding Dang - Full Video Song | Munna Michael | Javed - Mohsin | Amit Mishra & Antara Mitra,391172098,Ding Dang,Full Video Song | Munna Michael | Javed,0.003225711382001291
Jeeta Tha Jiske Liye - Sad | Kumar Sanu | Alka | Dilwale - HD Video,391012807,Jeeta Tha Jiske Liye,Sad | Kumar Sanu | Alka | Dilwale,0.0032065316046389625
blink-182 - All The Small Things (Official Music Video),390974702,blink-182,All The Small Things (Official Music Video),0.003201943489702201
"Sebastián Yatra, Daddy Yankee, Natti Natasha - Runaway ft. Jonas Brothers (Official Video)",390951786,"Sebastián Yatra, Daddy Yankee, Natti Natasha",Runaway ft. Jonas Brothers (Official Video),0.0031991842391605185
"Mau y Ricky, Camilo - La Boca (Official Video)",390849703,"Mau y Ricky, Camilo",La Boca (Official Video),0.0031868927147650494
Calibre 50 - Amor Del Bueno,390839586,Calibre 50,Amor Del Bueno,0.0031856745554994653
Aventura - Los Infieles,390837497,Aventura,Los Infieles,0.0031854230249364693
Somewhere I Belong (Official Music Video) [4K UPGRADE] – Linkin Park,390755904,Somewhere I Belong (Official Music Video) [4K UPGRADE] – Linkin Park,,0.003175598643305841
Big Sean - I Don't Fuck With You (Official Music Video) ft. E-40,390746036,Big Sean,I Don't Fuck With You (Official Music Video) ft. E-40,0.0031744104654237784
Avril Lavigne - What The Hell (Official Video),390520148,Avril Lavigne,What The Hell (Official Video),0.0031472119322434877
ไกลแค่ไหน คือ ใกล้ - getsunova (Official Audio),390272032,ไกลแค่ไหน คือ ใกล้,getsunova (Official Audio),0.003117336988649487
Drake - Toosie Slide (Official Music Video),389748872,Drake,Toosie Slide (Official Music Video),0.0030543447773828322
Canserbero - Maquiavélico (Video Oficial),389663249,Canserbero,Maquiavélico (Video Oficial),0.0030440351548862987
YA MAULANA - SABYAN (OFFICIAL MUSIC VIDEO),389630233,YA MAULANA,SABYAN (OFFICIAL MUSIC VIDEO),0.003040059792000796
"Becky G, El Alfa - FULANITO (Official Video)",389599660,"Becky G, El Alfa",FULANITO (Official Video),0.0030363785838138993
Saad Lamjarred - GHALTANA (EXCLUSIVE Music Video) | (سعد لمجرد - غلطانة (فيديو كليب حصري,389594689,Saad Lamjarred,GHALTANA (EXCLUSIVE Music Video) | (سعد لمجرد,0.0030357800398078463
Britney Spears - Work Bitch (Official Video),389521645,Britney Spears,Work Bitch (Official Video),0.0030269850190116077
J Balvin - Rojo (Official Video),389450388,J Balvin,Rojo (Official Video),0.0030184051658152106
"Sam Smith - Fire On Fire (From ""Watership Down"")",389432121,Sam Smith,"Fire On Fire (From ""Watership Down"")",0.003016205688173172
Iggy Azalea - Work (Official Music Video),389323995,Iggy Azalea,Work (Official Music Video),0.0030031865432931792
Raí Saia Rodada - Tapão Na Raba (Clipe Oficial),389275697,Raí Saia Rodada,Tapão Na Raba (Clipe Oficial),0.0029973711181464566
"#Video | हमके दुल्हिन बनालS | #Ankush Raja, #Shilpi Raj | #Pallavi Giri | Bhojpuri Hit Song",389197665,"#Video | हमके दुल्हिन बनालS | #Ankush Raja, #Shilpi Raj | #Pallavi Giri | Bhojpuri Hit Song",,0.002987975506422401
Sean Paul - Give It Up To Me (feat. Keyshia Cole) [Disney Version] (Official Video),389144240,Sean Paul,Give It Up To Me (feat. Keyshia Cole) [Disney Version] (Official Video),0.002981542753752238
Chayanne - Bailando Bachata (Official Video),389090420,Chayanne,Bailando Bachata (Official Video),0.002975062440252793
Creed - One Last Breath (Official HD Music Video),388876657,Creed,One Last Breath (Official HD Music Video),0.002949323843920895
"Lyrical: Dil Mein Ho Tum| WHY CHEAT INDIA | Emraan H, Shreya D|Rochak K, Armaan M, Bappi L, Manoj M",388851168,"Lyrical: Dil Mein Ho Tum| WHY CHEAT INDIA | Emraan H, Shreya D|Rochak K, Armaan M, Bappi L, Manoj M",,0.002946254785749447
Quem Ama os Animais - Yasmin Verissimo (Reenvio),388621103,Quem Ama os Animais,Yasmin Verissimo (Reenvio),0.0029185533118503276
"Machine Gun Kelly ""Rap Devil"" (Eminem Diss) (WSHH Exclusive - Official Music Video)",388619521,"Machine Gun Kelly ""Rap Devil"" (Eminem Diss) (WSHH Exclusive",Official Music Video),0.0029183628277188525
"Train - Hey, Soul Sister (Official Video)",388583842,Train,"Hey, Soul Sister (Official Video)",0.002914066820558933
